,county,state_code,region_code,highest_price,lowest_price,crash_amount
0,Los Angeles County,6,37,593553.0,369102.0,0.37814820243516584
1,Cook County,17,31,309556.0,181506.0,0.4136569796741139
2,Harris County,48,201,145755.0,128343.0,0.11946073891118658
3,Maricopa County,4,13,311044.0,136708.0,0.5604866192564396
4,San Diego County,6,73,574660.0,354517.0,0.38308391048620055
5,Orange County,6,59,734191.0,473340.0,0.3552903808409528
6,Kings County,36,47,548819.0,476109.0,0.13248448031135948
7,Miami-Dade County,12,86,366667.0,169141.0,0.5387067829938337
8,Dallas County,48,113,144765.0,121313.0,0.16200048354229268
9,Queens County,36,81,517530.0,411867.0,0.20416787432612601
10,Riverside County,6,65,450945.0,213602.0,0.5263236093093393
11,San Bernardino County,6,71,394426.0,178954.0,0.5462925872026692
12,Clark County,32,3,359327.0,128543.0,0.6422673497955901
13,King County,53,33,476020.0,314352.0,0.3396243855300197
14,Wayne County,26,163,157238.0,48176.0,0.6936109591828947
15,Tarrant County,48,439,146742.0,129859.0,0.11505226860748798
16,Santa Clara County,6,85,855521.0,593707.0,0.30602872401729475
17,Broward County,12,11,310526.0,148488.0,0.5218178187977818
18,Bexar County,48,29,157768.0,139448.0,0.1161198722174332
19,New York County,36,61,1022808.0,858989.0,0.1601659353466144
20,Philadelphia County,42,101,158321.0,130796.0,0.17385564770308423
21,Alameda County,6,1,673093.0,412130.0,0.3877071964795355
22,Middlesex County,25,17,463938.0,383981.0,0.17234414943376056
23,Suffolk County,36,103,571045.0,434369.0,0.23934365943139332
24,Sacramento County,6,67,416964.0,183151.0,0.5607510480521101
25,Bronx County,36,5,439686.0,297730.0,0.3228576757049349
26,Nassau County,36,59,553923.0,428776.0,0.22592851352985885
27,Palm Beach County,12,99,345183.0,165750.0,0.5198199216067999
28,Cuyahoga County,39,35,146351.0,100775.0,0.31141570607648733
29,Hillsborough County,12,57,262437.0,131555.0,0.49871778750709694
30,Allegheny County,42,3,123464.0,117858.0,0.04540594829261971
31,Oakland County,26,125,236844.0,142197.0,0.39961746972690887
32,Franklin County,39,49,156205.0,122895.0,0.21324541467942768
33,Hennepin County,27,53,275493.0,190110.0,0.3099280199496902
34,Orange County,12,95,293784.0,132676.0,0.5483892928137679
35,Fairfax County,51,59,597415.0,438625.0,0.26579513403580424
36,Contra Costa County,6,13,818962.0,333680.0,0.5925574080360261
37,Salt Lake County,49,35,290910.0,211135.0,0.2742257055446702
38,Travis County,48,453,241061.0,220330.0,0.08599897951140997
39,Saint Louis County,29,189,186064.0,145193.0,0.2196609768681744
40,Pima County,4,19,249917.0,141527.0,0.43370398972458857
41,Montgomery County,24,31,554085.0,401218.0,0.275890883167745
42,Honolulu County,15,3,594332.0,503214.0,0.15331161707597774
43,Westchester County,36,119,687167.0,532242.0,0.22545465658275207
44,Milwaukee County,55,79,158770.0,108169.0,0.3187063047175159
45,Fresno County,6,19,323985.0,149345.0,0.5390373011096192
46,Shelby County,47,157,147885.0,100626.0,0.3195658788923826
47,Fulton County,13,121,273134.0,178559.0,0.3462586129884965
48,Mecklenburg County,37,119,207187.0,161909.0,0.2185368773137311
49,Erie County,36,29,127574.0,120413.0,0.05613212723595717
50,DuPage County,17,43,319922.0,220346.0,0.3112508673989285
51,Fairfield County,9,1,548154.0,388528.0,0.29120648576859787
52,Pinellas County,12,103,235632.0,119345.0,0.4935110681061995
53,Bergen County,34,3,533056.0,411043.0,0.22889339956777524
54,Marion County,18,97,110600.0,95331.0,0.13805605786618444
55,Wake County,37,183,254370.0,219680.0,0.13637614498565082
56,Hartford County,9,3,276282.0,208083.0,0.2468456142636871
57,Duval County,12,31,205435.0,115438.0,0.438080171343734
58,Prince Georges County,24,33,385510.0,203452.0,0.47225234105470676
59,New Haven County,9,9,300656.0,210289.0,0.30056609547123625
60,Macomb County,26,99,177716.0,93810.0,0.47213531702266537
61,Kern County,6,29,295424.0,130531.0,0.5581570894714039
62,Ventura County,6,111,673404.0,387893.0,0.42398174053020177
63,Middlesex County,34,23,389761.0,277733.0,0.287427423472333
64,Gwinnett County,13,135,210822.0,129694.0,0.38481752378783995
65,San Francisco County,6,75,926456.0,711057.0,0.2324978196482078
66,Baltimore County,24,5,306633.0,221104.0,0.278929534655435
67,Hamilton County,39,61,155087.0,122622.0,0.2093341156899031
68,El Paso County,48,141,138505.0,113854.0,0.1779791343272806
69,Montgomery County,42,91,321442.0,269479.0,0.16165591304185514
70,Worcester County,25,27,321896.0,219660.0,0.3176056863086214
71,Pierce County,53,53,313551.0,192580.0,0.3858096450019295
72,Essex County,34,13,450355.0,318900.0,0.2918919519046086
73,Collin County,48,85,229132.0,212718.0,0.07163556377982996
74,Monroe County,36,55,130805.0,126540.0,0.03260578724054891
75,Essex County,25,9,425693.0,322464.0,0.24249635300556974
76,Jefferson County,21,111,144601.0,132211.0,0.08568405474374313
77,Multnomah County,41,51,312375.0,235051.0,0.2475358143257303
78,Suffolk County,25,25,422961.0,345341.0,0.18351573785762754
79,Oklahoma County,40,109,124728.0,117342.0,0.05921685587839138
80,San Mateo County,6,81,953899.0,666348.0,0.30144805686975246
81,Snohomish County,53,61,404537.0,237311.0,0.4133762795492131
82,Lake County,17,97,293118.0,187524.0,0.3602439972980165
83,Dekalb County,13,89,211448.0,119349.0,0.4355633536377738
84,Cobb County,13,67,229047.0,165149.0,0.2789733111544792
85,San Joaquin County,6,77,460671.0,162641.0,0.6469476046896809
86,Will County,17,197,243469.0,168704.0,0.3070822158057083
87,Jackson County,29,95,129451.0,99503.0,0.23134622366764257
88,Norfolk County,25,21,462537.0,370801.0,0.1983322415287858
89,Denton County,48,121,207562.0,194562.0,0.06263188830325397
90,Bernalillo County,35,1,215553.0,171830.0,0.2028410646105598
91,Jefferson County,1,73,145291.0,109850.0,0.24393114508125074
92,Hudson County,34,17,477401.0,318729.0,0.33236629164999654
93,Monmouth County,34,25,485969.0,358984.0,0.26130267568507454
94,Davidson County,47,37,195409.0,164648.0,0.15741854264644925
95,Providence County,44,7,296565.0,185971.0,0.372916561293477
96,Bucks County,42,17,345235.0,284164.0,0.17689689631700145
97,El Paso County,8,41,230312.0,200062.0,0.13134356872416547
98,Baltimore City,24,510,189818.0,120415.0,0.36562918163714714
99,Lee County,12,71,344044.0,139999.0,0.5930782109265094
100,Tulsa County,40,143,134279.0,125467.0,0.06562455782363587
101,Kent County,26,81,148517.0,115844.0,0.21999501740541486
102,Polk County,12,105,205886.0,102384.0,0.5027150947611785
103,District of Columbia,11,1,468774.0,417029.0,0.11038368168883086
104,Denver County,8,31,275707.0,236608.0,0.14181359196538354
105,Fort Bend County,48,157,211179.0,195356.0,0.07492695769939246
106,Ocean County,34,29,371574.0,249438.0,0.32869899400926866
107,Arapahoe County,8,5,256525.0,208979.0,0.18534645746028652
108,Delaware County,42,45,242958.0,198080.0,0.18471505363066867
109,Bristol County,25,5,356060.0,249870.0,0.2982362523170252
110,Johnson County,20,91,228027.0,210683.0,0.07606116819499445
111,Brevard County,12,9,264193.0,117060.0,0.5569148312029464
112,Summit County,39,153,136690.0,109633.0,0.1979442534201478
113,New Castle County,10,3,273334.0,200625.0,0.26600788778563955
114,Anne Arundel County,24,3,427056.0,314565.0,0.2634104192424413
115,Union County,34,39,455371.0,308349.0,0.32286201800290315
116,Montgomery County,39,113,118952.0,88716.0,0.25418656264711814
117,Jefferson County,8,59,270703.0,246233.0,0.09039426973472772
118,Washington County,41,67,345073.0,240700.0,0.3024664346384678
119,Lancaster County,42,71,210694.0,185615.0,0.11903044225274569
120,Douglas County,31,55,158377.0,135768.0,0.14275431407338188
121,Utah County,49,49,296467.0,205039.0,0.30839182775823276
122,Kane County,17,89,269401.0,171618.0,0.3629645027301309
123,Stanislaus County,6,99,425152.0,140078.0,0.6705225425259672
124,Camden County,34,7,235477.0,165367.0,0.2977360846282227
125,Ramsey County,27,123,239477.0,163330.0,0.3179720808261336
126,Passaic County,34,31,432456.0,285457.0,0.3399166620419187
127,Chester County,42,29,355500.0,305264.0,0.14131082981715892
128,Sedgwick County,20,173,123660.0,114972.0,0.07025715672003882
129,Lake County,18,89,134627.0,125698.0,0.06632399147273578
130,Plymouth County,25,23,414289.0,295529.0,0.28665979545679465
131,Volusia County,12,127,250609.0,113186.0,0.5483562042863585
132,Morris County,34,27,532106.0,393810.0,0.2599031020135086
133,Guilford County,37,81,154064.0,128321.0,0.1670928964586146
134,Dane County,55,25,238825.0,209203.0,0.1240322411807809
135,Sonoma County,6,97,648372.0,344720.0,0.4683299093730143
136,Spokane County,53,63,220521.0,166150.0,0.2465570172455231
137,Richmond County,36,85,451908.0,384439.0,0.14929808722129284
138,Onondaga County,36,67,131164.0,121884.0,0.07075112073434783
139,Pasco County,12,101,221492.0,108285.0,0.5111110107814277
140,Hampden County,25,13,220501.0,177632.0,0.19441635185327957
141,Montgomery County,48,339,193018.0,181048.0,0.06201494161166316
142,Greenville County,45,45,166898.0,152544.0,0.08600462557969538
143,Burlington County,34,5,301632.0,214623.0,0.28846077339274345
144,Tulare County,6,107,259143.0,128087.0,0.5057284973933311
145,Lucas County,39,95,102341.0,73301.0,0.28375724294271115
146,Adams County,8,1,231797.0,178602.0,0.2294895965003861
147,East Baton Rouge Parish,22,33,187262.0,162352.0,0.13302218282406467
148,Virginia Beach City,51,810,302915.0,243893.0,0.1948467391842596
149,York County,42,133,206924.0,157319.0,0.23972569639094546
150,Jefferson Parish,22,51,205529.0,168178.0,0.18173104525395442
151,Knox County,47,93,178917.0,156243.0,0.1267291537416791
152,Polk County,19,153,163101.0,145375.0,0.10868112396613142
153,Genesee County,26,49,169997.0,70801.0,0.5835161796972888
154,Clark County,53,11,304782.0,195107.0,0.35984736631428366
155,Santa Barbara County,6,83,778451.0,396807.0,0.49026078712725657
156,Seminole County,12,117,303713.0,143370.0,0.5279424983454775
157,Washoe County,32,31,388583.0,162217.0,0.5825422110591559
158,Monterey County,6,53,737897.0,313576.0,0.5750409610013322
159,Solano County,6,95,529856.0,202798.0,0.6172582739461288
160,Mobile County,1,97,140812.0,103424.0,0.26551714342527627
161,Berks County,42,11,183710.0,153564.0,0.16409558543356376
162,Cameron County,48,61,102372.0,93809.0,0.0836459188059235
163,Prince William County,51,153,482933.0,271999.0,0.43677694421379365
164,Hillsborough County,33,11,299370.0,215789.0,0.2791896315596085
165,Dakota County,27,37,271414.0,180261.0,0.3358448716720582
166,Ada County,16,1,246360.0,158476.0,0.3567299886345186
167,Waukesha County,55,133,263809.0,224008.0,0.1508705161688949
168,Richland County,45,79,160373.0,135086.0,0.15767616743466792
169,Pulaski County,5,119,138339.0,129082.0,0.0669153311792047
170,Sarasota County,12,115,354882.0,170723.0,0.5189302359657576
171,Clackamas County,41,5,383210.0,258798.0,0.32465749849951725
172,Pinal County,4,21,259042.0,105488.0,0.5927764609599988
173,Stark County,39,151,122522.0,101943.0,0.16796167218948435
174,Orange County,36,71,339754.0,234403.0,0.3100802345226252
175,Butler County,39,17,162338.0,132405.0,0.18438689647525533
176,Mercer County,34,21,326504.0,221660.0,0.321110920540024
177,Westmoreland County,42,129,146998.0,141659.0,0.03632022204383733
178,Saint Charles County,29,183,213439.0,175986.0,0.17547402302297144
179,Allen County,18,3,112096.0,104120.0,0.07115329717385098
180,Lane County,41,39,269876.0,192956.0,0.2850197868650788
181,Forsyth County,37,67,148425.0,130971.0,0.11759474482061648
182,Charleston County,45,19,317839.0,228908.0,0.27979889189180684
183,Lehigh County,42,77,221982.0,170012.0,0.2341180816462596
184,Placer County,6,61,574357.0,289317.0,0.49627670595117673
185,Washtenaw County,26,161,256688.0,176286.0,0.31322851087701803
186,Orleans Parish,22,71,189058.0,149051.0,0.21161230945001006
187,Nueces County,48,355,141981.0,125224.0,0.11802283404117453
188,Hamilton County,47,65,162293.0,143061.0,0.11850172219380996
189,Madison County,1,89,142771.0,106831.0,0.251731794271946
190,Marion County,12,83,192603.0,96376.0,0.49961319397932535
191,Anoka County,27,3,253130.0,161607.0,0.36156520365029826
192,Somerset County,34,35,475647.0,365190.0,0.2322247380935862
193,Manatee County,12,81,346775.0,166964.0,0.5185235383173528
194,Collier County,12,21,457575.0,230767.0,0.4956739332349888
195,Luzerne County,42,79,116240.0,100344.0,0.13675154852030283
196,Cumberland County,37,51,127913.0,115571.0,0.09648745631796611
197,Saint Louis City,29,510,144019.0,102694.0,0.28694130635541143
198,Chesterfield County,51,41,256640.0,195186.0,0.23945604738154613
199,Marion County,41,47,233979.0,163730.0,0.30023634599686294
200,Brazoria County,48,39,170527.0,154117.0,0.0962310953690618
201,Loudoun County,51,107,626108.0,407793.0,0.34868584972560646
202,Rockland County,36,87,563890.0,401097.0,0.2886963769529518
203,McHenry County,17,111,261802.0,158300.0,0.3953445733798825
204,Henrico County,51,87,248478.0,187296.0,0.24622703015961173
205,Davis County,49,11,259469.0,202538.0,0.2194134944829633
206,Albany County,36,1,224538.0,200684.0,0.10623591552432105
207,Lorain County,39,93,155624.0,121518.0,0.2191564283143988
208,Larimer County,8,69,263734.0,241072.0,0.08592748754426809
209,Northampton County,42,95,236906.0,180059.0,0.23995593188859715
210,Escambia County,12,33,172648.0,112164.0,0.35033130994856587
211,Dutchess County,36,27,366858.0,256057.0,0.30202694230465194
212,Lake County,12,69,263803.0,132624.0,0.4972612138603428
213,Fayette County,21,67,170387.0,155540.0,0.08713692946058091
214,Winnebago County,17,201,133364.0,93873.0,0.2961143936894514
215,Rockingham County,33,15,354807.0,255127.0,0.28094146958769134
216,Boulder County,8,13,341389.0,327014.0,0.04210739068921377
217,Anchorage Borough,2,20,286704.0,258146.0,0.0996079580333724
218,Galveston County,48,167,172180.0,154389.0,0.1033279126495528
219,Gloucester County,34,15,258814.0,188019.0,0.27353620746945684
220,Howard County,24,27,511768.0,402088.0,0.21431586187491206
221,Douglas County,8,35,375492.0,340725.0,0.09259052123613819
222,Lancaster County,31,109,153866.0,142964.0,0.07085385985207908
223,Spartanburg County,45,83,126759.0,116189.0,0.08338658399009144
224,Cumberland County,23,5,286029.0,231581.0,0.19035832031017832
225,Ingham County,26,65,152637.0,98753.0,0.3530205651316522
226,Erie County,42,49,116351.0,113570.0,0.02390181433765073
227,Lubbock County,48,303,124155.0,107987.0,0.13022431637872015
228,Saint Lucie County,12,111,265074.0,107280.0,0.5952828266823604
229,Leon County,12,73,211634.0,142300.0,0.3276127654346655
230,Hamilton County,18,57,233753.0,220703.0,0.055828160494196866
231,Atlantic County,34,1,305714.0,196413.0,0.3575269696513735
232,New London County,9,11,314899.0,220800.0,0.2988227971508325
233,Saint Clair County,17,163,135307.0,100712.0,0.25567782893715774
234,San Luis Obispo County,6,79,631412.0,398892.0,0.36825400847624057
235,Horry County,45,51,236640.0,149620.0,0.3677315753887762
236,Madison County,17,119,127079.0,115981.0,0.08733150245123113
237,Osceola County,12,97,296531.0,117102.0,0.6050935652596188
238,Dauphin County,42,43,160145.0,143504.0,0.10391207967779201
239,Durham County,37,63,196293.0,167753.0,0.1453948943670941
240,Chatham County,13,51,194564.0,152543.0,0.21597520610184823
241,Ottawa County,26,139,177698.0,147520.0,0.16982746007270763
242,Rutherford County,47,149,174028.0,149912.0,0.13857540165950308
243,Lexington County,45,63,144875.0,134493.0,0.07166177739430543
244,Santa Cruz County,6,87,796968.0,498073.0,0.3750401521767499
245,Clayton County,13,63,130244.0,45161.0,0.6532584994318357
246,Merced County,6,47,373376.0,111317.0,0.7018635370243401
247,Cleveland County,40,27,145575.0,136653.0,0.06128799587841319
248,Weld County,8,123,252844.0,196825.0,0.22155558368005568
249,Marin County,6,41,1063251.0,700219.0,0.34143584158397217
250,Jefferson County,48,245,98243.0,88212.0,0.10210396669482813
251,Thurston County,53,67,286256.0,211781.0,0.26016921916047175
252,Kitsap County,53,35,324106.0,231961.0,0.28430513473986907
253,Kalamazoo County,26,77,144111.0,118269.0,0.17932010741719925
254,Brown County,55,9,153333.0,134281.0,0.12425244402705224
255,Alachua County,12,1,220386.0,135747.0,0.38404889602787834
256,Harford County,24,25,336350.0,262292.0,0.22018135870373123
257,Yakima County,53,77,163208.0,142639.0,0.12602936130581835
258,Norfolk City,51,710,233178.0,184498.0,0.2087675509696455
259,Mahoning County,39,99,93444.0,78810.0,0.15660716578913575
260,Buncombe County,37,21,247837.0,201534.0,0.18682843965993778
261,Washington County,27,163,305732.0,217211.0,0.2895378959350019
262,Cumberland County,42,41,199436.0,180889.0,0.0929972522513488
263,Oneida County,36,65,115339.0,101458.0,0.12034957819991503
264,Saint Tammany Parish,22,103,219926.0,177848.0,0.19132799214281168
265,Frederick County,24,21,411913.0,272368.0,0.33877299332626065
266,Weber County,49,57,198837.0,159755.0,0.19655295543585952
267,Lake County,39,85,167501.0,122718.0,0.26735959785314717
268,Montgomery County,1,101,123051.0,101866.0,0.172164387124038
269,York County,45,91,182470.0,151763.0,0.1682851975667233
270,Chesapeake City,51,550,298314.0,238703.0,0.1998263574622713
271,Clay County,29,47,167273.0,142522.0,0.14796769353093447
272,Lafayette Parish,22,55,186731.0,160013.0,0.14308283038167202
273,Benton County,5,7,178939.0,137444.0,0.23189466801535719
274,Butte County,6,7,324875.0,190592.0,0.4133374374759523
275,Saratoga County,36,91,251548.0,235818.0,0.06253279692146231
276,Jefferson County,29,99,171887.0,147246.0,0.143355809339857
277,Niagara County,36,63,104432.0,100405.0,0.03856097747816761
278,Barnstable County,25,1,452763.0,345280.0,0.23739351492944433
279,Cherokee County,13,57,238913.0,168622.0,0.29421170049348505
280,Warren County,39,165,214216.0,180823.0,0.15588471449378197
281,Linn County,19,113,138081.0,133350.0,0.034262498098941926
282,Yavapai County,4,25,316282.0,176094.0,0.4432373641244206
283,Trumbull County,39,155,104256.0,79864.0,0.23396255371393493
284,Dona Ana County,35,13,231770.0,163338.0,0.2952582301419511
285,Washington County,42,125,141651.0,136621.0,0.035509809320089514
286,Arlington County,51,13,641552.0,558274.0,0.12980709279996008
287,Gaston County,37,71,134746.0,110019.0,0.1835082302999718
288,Richmond City,51,760,207505.0,154500.0,0.255439627960772
289,Henry County,13,151,189208.0,106769.0,0.4357056784068327
290,Jackson County,41,29,337299.0,188599.0,0.4408551463241812
291,Washington County,5,143,176412.0,130078.0,0.2626465319819513
292,New Hanover County,37,129,265669.0,184301.0,0.30627585454080075
293,Union County,37,179,235025.0,182448.0,0.22370811615785555
294,Whatcom County,53,73,308222.0,248658.0,0.1932503195748519
295,Champaign County,17,19,146523.0,134370.0,0.08294260969267624
296,Yolo County,6,113,501289.0,259523.0,0.4822886598349455
297,Broome County,36,7,116786.0,98381.0,0.1575959447194013
298,Saint Louis County,27,137,145049.0,127366.0,0.12191052678749939
299,Mohave County,4,15,266201.0,134766.0,0.4937434494986871
300,Saginaw County,26,145,104183.0,73169.0,0.2976877225651018
301,Elkhart County,18,39,131916.0,112676.0,0.1458503896418933
302,Clermont County,39,25,179515.0,156253.0,0.12958248614321924
303,Sussex County,10,5,334035.0,247142.0,0.26013142335384015
304,York County,23,31,287050.0,229682.0,0.19985368402717296
305,Yuma County,4,27,214004.0,113626.0,0.4690473075269621
306,Shelby County,1,117,217062.0,186001.0,0.14309736388681574
307,Tuscaloosa County,1,125,162117.0,145987.0,0.09949604298130363
308,Kanawha County,54,39,102526.0,96488.0,0.05889237851861967
309,Clay County,12,19,223322.0,145293.0,0.3494013129024458
310,Saint Johns County,12,109,371525.0,221794.0,0.40301729358724175
311,Litchfield County,9,5,297199.0,208377.0,0.29886372430593644
312,Muscogee County,13,215,135662.0,106910.0,0.21193849419881766
313,Canyon County,16,27,164258.0,91155.0,0.445049860585177
314,Anderson County,45,7,144954.0,128694.0,0.11217351711577465
315,Peoria County,17,143,116014.0,103320.0,0.10941782888272106
316,Butler County,42,19,208672.0,198749.0,0.04755309768440423
317,Williamson County,47,187,368961.0,316500.0,0.14218575947051315
318,Ulster County,36,111,261454.0,193994.0,0.25801861895400335
319,Baldwin County,1,3,218957.0,154324.0,0.2951858127394877
320,El Dorado County,6,17,532778.0,283031.0,0.4687637252288946
321,Livingston County,26,93,282431.0,159233.0,0.43620565731098926
